customer_tweet_id,customer_id,customer_text,response_tweet_id,brand_response,intent
255749,176830,Hey - die Idee mit dem eigenen Logistikservice war eine Schnappsidee. Fahrer hinterlassen Paket einfach vor der Tür.,255748,Können wir dir bei einem aktuellen Problem helfen? Dann bitte gleich hier melden: [LINK] Viele Grüße ^DW,GENERAL_COMPLAINT
1559303,481871,I never requested you for change in delivery timing. Why do u blame me?? [LINK],1559302,"Please don't provide your order details, we consider it to be personal information. Our page is visible to public.(2/2)^RI",GENERAL_COMPLAINT
2596354,735145,Why can all customer service lines be like ? They’re awesome.,2596353,"Well thank you, Griff! We think you are pretty awesome, yourself! ^BE",GENERAL_COMPLAINT
2901100,149046,"That’s correct Liz. I sent a final email to customer services, the last few said they would reply to me, none have, just need a reply to it please",2901099,"I'm sorry for the delay in your response. When you reach us via e-mail, it can take longer to receive a response. If you would like to speak with us in real-time, please reach us via phone or chat here: [LINK] ^JS",GENERAL_COMPLAINT
1604132,466107,"Dear ,I wish u sort newest movies based on lang . Thupparivalan,a new tamil movie is not listed at top when click 'See More'",1604131,Thank you for flagging this. I'll be sure to forward the feedback to the team internally. ^AP,GENERAL_COMPLAINT
1597728,490783,"I'm a Prime member. Spend thousands a year. You do not want to lose me as a customer,",1597726,I'm sorry for the trouble! We'd like to take a closer look at this; please reach out to us here: [LINK] ^LJ,GENERAL_COMPLAINT
979635,352314,I've processed my refund month ago and in spite that the package has been delivered my has not been refunded to my account yet [LINK],979636,Apologies for the trouble with the refund. I'd like to take a closer look at this. ^AK (1/2),GENERAL_COMPLAINT
404073,211643,", If required I'll provide u d screenshot of d mesgs , take immediate actions . Order no. : 171-6244770-6462737 Hope u will update [LINK]",404072,Please don't provide your order details as we consider it personal info. Our twitter page is visible to public. (2/2)^SQ,GENERAL_COMPLAINT
141013,147797,i wanted to purchase this watch but on product description it says : warranty not applicable in india if sold by AMAZON EXPORT SALES LLC now kindly explain the expression &amp; why i should purchase via globle store if warranty is void in india [LINK],141012,I understand that you're concerned about the warranty of the product. Warranty related clauses in the global store are determined by the manufacturer. Appreciate your understanding. ^BV,GENERAL_COMPLAINT
378170,205733,Ho già scritto. A quanto pare devo stare zitto e godere i miei 2€ di un mese di Prime in regalo.,378172,"permettici di fare qualche verifica, clicca qui e compila il form: [LINK] ^BC",GENERAL_COMPLAINT
2592188,734128,"I think from... the carrier is listed as AMZL US PREMIUM. My property management is aware of the situation, which was not isolated to me.",2592190,"Oh no! Did you contact us to report the issue? If you haven't, please reach us by phone or chat here: [LINK] so we can look into this and check for available option for you. ^LH",GENERAL_COMPLAINT
227475,170253,I have raised one complain : 454735 with consumer affair . Please look into that. Please make sure u delivered the product,227474,here: [LINK] and we'll have the issue checked for you. (2/2) ^KA,GENERAL_COMPLAINT
2282129,521291,"Do you actually help? Was told at point of order Prime delivery was due Friday, now being told between 12-15th Nov. How is this acceptable? Please can you answer me soon?",2282126,Oh no! Let's talk about this in real time. Please call or chat with us here: [LINK] ^BA,GENERAL_COMPLAINT
1687360,512423,"be more gentle! How NOT to deliver packages, especially electronics [LINK]",1687358,I'm so sorry the order was delivered like this! Who was the carrier for this shipment: [LINK] ? ^DD,GENERAL_COMPLAINT
1565019,483179,Tout à l'air bien ce matin... mais pendant 2 jours le site était vraiment étrange... Merci d'avoir répondu!,1565021,À votre service! Nous restons à votre disposition en cas de besoin.^SB,GENERAL_COMPLAINT
2730282,765460,I was just told to wait. Not really good enough,2730280,Can I ask how long you were asked to hold while they investigate this for you please? ^GA,GENERAL_COMPLAINT
274233,181523,"how can i purchase Redmi 4A(16 GB) from your website. Every time i add it to my cart , it shows me some error message",274232,could you help us with the error you are getting when placing the order? 2/2 ^MJ,ORDER_MANAGEMENT
1049386,368021,"Order# 408-5985511-2541125 return/refund requested due to wrong item packed a month ago, no response from Amazon/seller!!",1049385,your details here: [LINK] and I'll get back to you. 2/3 ^SH,ORDER_MANAGEMENT
2795267,780024,"Purolator said the package hasn't yet been picked up according to their system. I will make arrangements for it to be signed for. :( On a similar note, I have 2 more items in same order that haven't been shipped yet; would I be able to request how those are shipped?",2795270,"If the order hasn't entered the shipping process, you absolutely can change whether or not the order is grouped together or split apart. Here's some more information: [LINK] ^BE",DELIVERY_TRACKING
233508,171586,"said ""Arrival: Monday 9th"". This morning, the door ring went crazy. Well well , we meet again. [LINK]",233507,Sorry for the ... err... what is the opposite of 'delay'? At least it arrived. Happy PC building! ☺️ ^UK,ORDER_MANAGEMENT
323772,193113,Just found out how delivers packages so fast when I almost got run over by an Amazon truck. Disappointed they missed.,323771,"I'd like a member of my team to personally address this with you. Please, provide details: [LINK] ^JE",DELIVERY_TRACKING
1100905,198262,Suggest some good stuff to watch on . Thanks,1100904,Could you tell me some of your favorite shows ? I'll suggest similar shows of your interest :) ^HT,PRODUCT_TECHNICAL
64000,130696,"It's not helping. Cust Care every time send a canned response, not even care to understand prob after more than 6-7 interactions. How much wait more? Already over 10 days. Its my cash. GIVE ME MY MONEY' #amazonfraud",63999,We're sorry that your issue isn't resolved yet. Please share your details here: [LINK] We'll contact you soon. ^JS,GENERAL_COMPLAINT
673155,280567,For one of my order i intiated return last month but till date i have not received my refund (408-1037938-5559552),673154,"Apologies for the delayed refund, that wasn't intended. Please share your details here: [LINK] and we will get in touch with you. Please don’t provide order details as we consider them to be personal info. Our Twitter page is visible to public. ^BS",GENERAL_COMPLAINT
276104,181961,"Nothing untoward then, thanks for the quick reply.",276106,"No problem, happy to help :-) ^TP",GENERAL_COMPLAINT
1374073,435855,"Yes, I have done that,. I have also chatted with 4 agents and talked to about 7 people today. Everyone told me a different story.",1374075,"If you've shared your details, you must have received a correspondence from our team. Request you to reply to the same. ^SQ",GENERAL_COMPLAINT
238559,172748,Yep - USPS,238557,Please reach out to us via phone or chat here: [LINK] so we can escalate this to the proper department. ^ZW,GENERAL_COMPLAINT
1133480,387081,"All 3 back to back sale were based on gadgets discount, house utensils,.Forget the sale, not a particular day was for book lovers. Sad",1133484,I've forwarded your comments as feedback to our team. I'll make sure that your feedback gets reviewed internally. ^RI,GENERAL_COMPLAINT
818854,315063,"Désolée mais sur votre page Facebook y en a pas d’autres 🤔🤔 donc je reste sur celle de la tv vue hier soir, elle est top.",818855,Avez-vous essayé sur cette page : [LINK] ^^ Achraf C.,GENERAL_COMPLAINT
18981,120232,And secondly I would like to know if it was out of stock how I was able to place the order,18980,Allow our support team to look into this. You can connect with us here: [LINK] ^CB.,GENERAL_COMPLAINT
2838531,239181,Just purchased the Fire HD 8 (without special offers) but have ads showing on my lock screen. Can you disable these please?,2838528,"Hi! We are unable to view your account via Twitter, but you can unsubscribe from special offers here: [LINK] Please let us know if you need additional assistance! ^SW",GENERAL_COMPLAINT
462492,224912,Is becoming the worst service. Over the past 2 months I have ordered the same item 6 times &amp; 4 times it took 5 days vs 2 one order was never received #PrimeSucks,462491,I'm sorry for the wait! Two-Day Shipping refers to transit speed in business days once an item's shipped. We strive to ship items quickly; some orders take extra time to process. More info on calculating delivery dates can be found here: [LINK] ^AR,GENERAL_COMPLAINT
1099264,379402,I've filled the details. I'll wait for your response,1099265,Thank you for sharing your details. We're working on it and will get back to you soon. ^AP,GENERAL_COMPLAINT
227399,170235,Seems to be status quo. No response and surprised at the response from Abhishek of your team,227403,"the link provided by ""OS"" and we'll reach out to you. (2/2) ^GK",GENERAL_COMPLAINT
2965209,818088,"I'm not sure you actually understand me, I'm not expecting that I will have to re-order. Someone between your warehouse &amp; my address screwed up. Why am I being even marginally inconvenienced? Great you can refund me, but why can't you just re-process the order &amp; deliver my items?",2965211,I completely understand your concern! Not all items are eligible for a replacement option. You can find out more about replacements here: [LINK] We'd like to look into available options with you when you have a chance: [LINK] ^BN,GENERAL_COMPLAINT
287866,184607,"But when I play anything a box comes up saying app isnt responding and when I click back to get rid of the box, it shuts the whole app down.",287867,I'm sorry for the trouble! We can look further into this with you in real-time here: [LINK] ^WJ,GENERAL_COMPLAINT
379590,206059,Yes but can take 48hrs. Hacker has access to my DOB current and previous addresses. Why can nothing be done immediately?,379592,Please allow time for the issue to be investigated. ^MC,GENERAL_COMPLAINT
1436639,299158,It's arrived now - was just the case of seeing everything else arrive.,1436641,I know the feeling! I'm glad it's arrived though. 😊 ^PK,GENERAL_COMPLAINT
225024,169758,I have filled the form.. Check and update me,225021,We've received your details and we'll reach out to you shortly. ^GK,GENERAL_COMPLAINT
1569610,199064,Why lightning deals price is higher than normal selling price? Public fooled on name of lightning deals🤔 [LINK],1569609,The prices are decided by different sellers. You may check for the best price with different sellers ^SG,GENERAL_COMPLAINT
2273521,661309,Um I don't need the email option I need to chat with an account specialist so he can fix it,2273522,Our Account Specialists do not have a phone or chat option. Have you followed the instructions provided by our Account Specialists via e-mail? ^JS,GENERAL_COMPLAINT
641658,272291,I used to be your #1 fan. Too many broken promises of 2-day shipping. I'm tired of the disappointment and date of delivery changes!,641657,"I'm so sorry we've disappointed you, Kristin! This certainly isn't what we want to hear from our customers, and we'd like to help out in any way we can. Do you notice the delays happening with a certain carrier? You can check here: [LINK] ^WJ",GENERAL_COMPLAINT
2366350,321030,"Hi guys! Could I please have an email address for the complaints department in the UK? Thank you, Adam",2366349,Thanks for reaching out to us! Could you briefly tell me what the issue is; we're here to help! ^AV,GENERAL_COMPLAINT
2918726,807854,Hoping .au as there is no other way to get his music outside of the USA,2918728,"Hi. Have you shopped with Amazon previously? Which site did you use? .com, .co.uk, etc.",GENERAL_COMPLAINT
2226488,649936,イヤホン壊れるし密林で注文しようとしたらエラーで買えないしなに？なんなの？なんなんだよも〜〜〜〜〜〜💢💢💢💢😡,2226487,ご不便をおかけしております。よろしければどのようなエラーの状況なのか詳しくお聞かせいただけないでしょうか？エラーメッセージなどが表示されていれば、そちらもお聞かせいただければと存じます。HM,GENERAL_COMPLAINT
570834,254057,"No options were given that I'm aware of, I just gave my information and I was told it would be taken care of.",570836,So sorry about this! We would like to check this out with you in real-time. Please provide you information here: [LINK] ^LS,GENERAL_COMPLAINT
2569653,728795,oui mais comprenez bien que le pb est sur tt mes commandes. Je ne veux pas que mes voisins récup. mes colis.,2569654,"Je comprend, rencontrez-vous ce soucis avec l'ensemble de nos transporteurs ou bien un en particulier ? ^ME",GENERAL_COMPLAINT
2538960,722083,I need to know about Amazon pay,2538959,Amazon Pay balance is a digital wallet solution provided to you by Amazon using which you can make online transactions on Amazon.in and our partner websites &amp; apps. For more information pelase go through the link: [LINK] ^JS,PRODUCT_TECHNICAL
359534,201144,"Sir, If your company can't keep to your slogan of ""Earth's most customer centrum company"" ; don't run in India",359533,That's quite a remark! Could you let us know what went wrong? We'd like to look into it. ^HD,GENERAL_COMPLAINT
2499173,713072,"and if the shipping company messed up my experience in the past was that amazon took care of it. Unfortunately twice this month the customer support refused responsibility, and did not help at all",2499176,"I'm sorry that you've had a poor experience with us, Zalmen! I can definitely understand your disappointment. Could you please confirm what options were provided when you spoke with us? We want to help! Please keep us posted! ^SD",GENERAL_COMPLAINT
759770,301539,who win the iphone8 quiz please cnfrm it,759769,Here's the list of the iPhone 8 contest winners: [LINK] ^MA,GENERAL_COMPLAINT
826270,316813,"So, I just activated my Amazon Prime free trial and it straight took money outa my account...",826269,I'm sorry for the unexpected charge! We'd like to look into this with you here: [LINK] ^WT,GENERAL_COMPLAINT
2884167,800068,"#Amazon marketplace seller is refusing to accept the return of broken item, despite my statutory rights under consumer law. are doing nothing because it's over 90 days. Surely they have a responsibility to ensure the sellers they facilitate abide by UK Law?",2884164,"I am sorry to hear this, Abigail. How long has it been since the order was delivered? ^SM",GENERAL_COMPLAINT
521741,240461,"could your drivers make it easier for porch pirates to steal our packages? Not even close to the front door, bushes or camera! [LINK]",521740,I'm sorry the order was left out like this! We can make sure this is reported. Send us the details directly here: [LINK] ^EP,GENERAL_COMPLAINT
224565,169653,"Again bad or say worst reply from AMAZON!! Why dont you check your faults...made complaint on 29th sept, still same disgusting response!!",224567,"We apologize for the trail. If your aren't satisfied with the reply, you can choose to write back to our e-mail. ^CB",GENERAL_COMPLAINT
166465,154663,En reparto.,166467,"Sergio las entregas pueden llegar a finalizar a las 9:00 p.m., sin embargo puedes contactar con la agencia de transporte para que te ofrezcan más detalles y la revisión correspondiente de tu envío, esta es la información de contacto: [LINK] ^PC",GENERAL_COMPLAINT
1373652,439720,"You guys emailed me to become an Amazon Influencer, yet I get this popup whenever I try to sign up.. Any ideas? [LINK]",1373650,Hey Patrick! The best answer to that would come from Amazon Associates support: [LINK] ^CH,GENERAL_COMPLAINT
2379742,686217,:Why my order has been cancelled. Pathetic Service order cancelled and price increased.I need this order on earlier price and want explanation. Order Cancelled Order # 403-0821199-6494707 Call me on 7289079087/9582248709.,2379740,I understand your concern regarding the cancellation of the order. Please reach out to us here: [LINK] and we will help you. Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^AH,GENERAL_COMPLAINT
1095863,378608,Can you tell me what's off over there? It was launched at 16k &amp; you increased the price and slashed down to original price ? What a gimmick [LINK],1097272,Pricing and offers are decision of the sellers. The constantly changing marketplace and our efforts to offer you 1/2 ^SH,GENERAL_COMPLAINT
283098,159034,And wat abt the problem I faced and wat abt the product I didn't received .who will be responsible for that .what will i get in return,283094,xSorry for the hassle. Please report this to our support team here: [LINK] and we'll check this. ^HN,ORDER_MANAGEMENT
1406780,446982,- You up the price of Cloud Drive by 5x and then throttle your own client so it's impossible for me to download my files. Classy [LINK],1406781,"Have you already used the link and were my colleagues able to assist you? :) Regards, ^SI",ORDER_MANAGEMENT
975084,350719,stop selling old and defective products otherwise you company will grow in reverse direction,975085,We've responded to your query via DM. Kindly check. ^PS,DELIVERY_TRACKING
1142002,388804,Ok i will delete those details but i am expecting sensible response from ur side,1142001,Sure thing! We'll look into the issue and will get back to you at the earliest. ^OS,ORDER_MANAGEMENT
2459185,704278,帰ったらAmazon君が凄い顔で待ってた [LINK],2459184,おかえりなさ～い (≧▽≦) ET,GENERAL_COMPLAINT
441832,219782,"dear concerns , here I'm reaching u to get the service provided at earliest, because it has already been out of promised time. [LINK]",441836,I'm sorry for the trouble. Please fill this form: [LINK] and we’ll contact you at the earliest.(1/2)^AU,REFUND_RETURN
1219364,406090,What's the point of having prime if your orders consistently don't show up when they say it will,1219361,Oh no! I'm sorry for the poor delivery experiences. Are you noticing this trend with a specific carrier or many? ^TG,GENERAL_COMPLAINT
1892143,564196,has the WORST customer service over the phone.,1892142,"I'm very sorry to hear you have had a poor experience! This is not the serice we strive for! Without providing personal or account details, could you tell us a little more about what's going on? ^HM",GENERAL_COMPLAINT
2685361,755218,Got a prime account on because it was supposed to be better. Instead I've had a camera (that came late) thrown over the fence. wtf,2685359,I'm sorry for the poor experience! Can you please tell us who the carrier was? Found here: [LINK] ^AC,GENERAL_COMPLAINT
505016,235778,"24hrs after the delivery date, I get an email from Amazon ""we recently learned we may miss your delivery promise""...this for a 2-Day delivery item I ordered Monday of this week.",505014,"I'm sorry to hear this! While delays are rare, they can occur. Were you provided with a new delivery date? ^AC",DELIVERY_TRACKING
458954,223995,"It says ""Sold by Erlvery DaMain and Fulfilled by Amazon"".",458952,"Thank you for that information! We can't access your account via Twitter, but we would still like to help! When you have time, please reach out to us via phone or chat here: [LINK] We'd love to discuss what options may be available ^AR",ORDER_MANAGEMENT
1391551,366268,Have you fixed FireTV issues or planning any solution??,1391550,"Any update will be available to all the customers, kindly stay tuned to the website. ^MS",PRODUCT_TECHNICAL
