customer_tweet_id,customer_id,customer_text,response_tweet_id,brand_response
722510,292989,売れ切れですが…,722509,恐れ入りますが、広告にも記載させていただいておりますが、本日正午から販売開始の商品となります。TY
387110,207636,Depuis le passage à #AmazonLogistics les livraisons c'est la vraie galère. Toujours un autre livreur un autre horaire #BacMoins15 #2dTension,387112,"Dans un souci permanent de qualité et d’efficacité, je vous invite à nous communiquer le numéro de suivi de votre commande. ^BR"
2871626,164344,The people you have doing chat support are the worst with their canned responses and zero empathy. Also you guys are really sucking at SAME day deliveries.,2871625,"I'm sorry for the poor experience you've had with us today! Without providing account or personal details, could you tell us what the original issue is? We'd love to help! ^AR"
190359,160662,Sir what happened ... Still now no action,190361,"Pradeep, we've sent you a correspondence. You can check your inbox here: [LINK] ^MS"
28886,122363,Is there any action taken on my issue. Now it’s 3rd month and still struggling with amazon ! 🙄🙄🙄,28884,You can check for our response here: [LINK] Hope this helps. ^CB
1227251,407897,No. Came directly from Amazon,1227252,"To set up a return with us, please visit us here: [LINK] ^WT"
2672283,752407,Again another order refused by on-ground delivery agent and he's switched off his phone. Order ID 402-2800731-4148319.,2672284,"Have you reported this to our support team? If no, contact us here: [LINK] so we can assist you. 1/2 ^PJ"
2291451,412851,"I ordered a package and was told it would be coming today. I figured an Amazon courier would bring it since it’s Sunday. But now it’s supposedly been handed off to USPS, which makes no sense. Any idea if it actually will come today?",2291449,"Hey, we don't have access to account info here. What does the carriers' latest tracking advise? ^TP"
1200312,402027,hola. llevo 4 días esperando respuesta de una compra que nunca llegó a su destino. Gracias.,1200311,"Hola Carola, lamentamos lo sucedido. ¿El pedido fue gestionado por Amazon o por un vendedor externo? ^AV"
2325509,450737,"No, she said she couldn't and also I was leaving the country.. How can I send it back if I'm not there?? Why I paid for 1 day shipping duh",2325512,Will you be returning from your trip within the return window? ^RR
1860010,556058,i'm gay i wanna cry and filmstruck isn't loading on my amazon fire stick,1860008,Are you getting any error messages? Are you having any issues with anything else loading? ^KM
308221,189593,Se me ha ido la olla y por fin me he decidido a comprar The Art of Rick and Morty por . Can't waiiiiit,308220,Hola Johana. ¡Excelente! ¿Cuándo es la fecha de entrega de tu pedido? Debes estar super ansiosa para que te llegue. 😍^JJ [LINK]
883105,329704,i tried calling u/response is not accurate/so call me back if u really serve me vd my problem,883108,I'm sorry for the trouble. Please clear your cache/cookies and try to reach out to us here: [LINK] (1/2)^AU
297352,186827,Mobile not received but status is showing as delivered. Pls help. [LINK],297350,"Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR 3/3"
466725,226076,it’s the holidays but your delivery still trash... cancelled my prime because of late deliveries but decided to give it one more try. Instead got another late delivery. Should’ve just went to,466723,"I'm so sorry your delivery was late! This isn't the experience we hope for! Without providing account specific details, please tell us who the carrier was for this order. You can find that here: [LINK] ^HS"
686779,283674,You would think that could afford a decent delivery service rather than the one which leaves parcels unsecured on your doorstep - in the rain!! #Awful #Amazon #deliveries,686778,Hello Andy! Apologies for the trouble this has caused. Was your item damaged?^CN
2492266,711512,"Hello thanks for always being a sport when I need to return things. That is all. Love you, bye,",2492265,I'm glad we could help! 😁 ^MJ
679032,282022,Prime now turkey tracker. [LINK],679031,Why did the turkey cross the road? To prove he wasn’t chicken! Have a great day 🦃🦃 ^BZ
1164609,380670,It wasn’t the carrier’s fault. It wasn’t shipped by Amazon or the seller until today....is there an email or DM to further investigate this with me?,1164610,Yes there is. We can look into this with you real time. Please contact us via phone/chat here: [LINK] ^AJ
95320,136727,"Là il ne s'agit ""que"" d'une parure de lit mais bon ça fait 5j que j'attends alors que je suis membre Prime.",95321,"Rassurez-vous, nous allons remonter cela au service concerné, j'espère que vous recevrez votre colis rapidement ^ME"
980216,350247,How many times i need to followup with ur executive...,980217,"I'm sorry for the trail in delivering your order, write to us here: [LINK] &amp; we'll get this sorted. ^MJ"
467529,226259,I already replied to your correspondence. Still awaiting response from your delivery team. Contact no. given in tracking is not working. So no whereabouts of item.,467530,"Sorry for the stretch, Imran. We're working on your concern and we'll get back to you soon with an appropriate resolution. ^SY"
238453,172735,Okay so i set up a call. and the IVR says that this had to be returned in 10 days. Now the glue is getting off the product.,238452,I'd like to have a look at this closely. Please write to us here: [LINK] and I'll reach out to you. ^SA
91475,135827,"i ordered it monday, got 2 day shipping and was supposed to get it wednesday, the expected delivery time was friday (today) and now its december 5th LOL",91477,I'm so sorry for any trouble! Please do keep us up to date on the status of the package! ^BL
2141278,629674,So I set one up and do I legit ONLY have access to child profiles on this? Are you actually serious right now?,2141280,"I'm sorry for the frustration. Please, reach out to us for more info and to look at your options: [LINK] ^EB"
149179,149987,Please resend survey to me. Deng rang finally after i complained on here but she got cut off. She cant even make a phone call,149180,"Hi, if you still have the original email sent from the customer service advisors, you will be able to fill out the survey. Unfortunately, if you have deleted the email, a survey will not be associated with the original agent you corresponded with. ^JC"
507094,236395,WHEN IS MY PACKAGE GETTING HERE IT’S 3 DAYS LATE 🗣🗣🗣,507092,I'm sorry for the wait! What order status and delivery date(s) are you currently seeing for this order here: [LINK] ^JR
2384906,687300,you people are telling me that d product is lost by transportation nd now the product could not be traced nd it lost ..,2384905,"We're extremely sorry for the mess. However, once an order is lost/returned/ damaged, the same order cannot be delivered. ^RS"
1207984,403641,わかりました。明日問い合わせてみます。 丁寧な対応ありがとうございました。,1207985,恐れ入ります、お手数をおかけいたしますが、どうぞよろしくお願いいたします。リプライありがとうございました。 SM
2545382,723488,How come when DPD or another courier deliver there is never a problem ? - even at weekends,2545383,"Apologies again for the delay, Jim. If you don't receive it by Saturday be sure to get in touch. ^CN"
2753538,770768,Sí... Hoy 😓,2753537,"Michael, ¿El pedido es vendido y gestionado por Amazon o vendido por vendedor externo? ^DS"
571769,254330,"You just randomly charged me $99 for a prime membership i didn't order, and stuck me in a hellacious financial situation because of your error. I've emailed about it. Need a response as soon as humanly possible.",571768,"I'm sorry for the unexpected charge! You can cancel the membership here: [LINK] If none of the benefits have been used, canceling will issue a refund of the membership fee. ^SB"
1835668,550487,ありがとうございます☺️👍,1835670,とんでもないことです。今後とも当サイトについてに何かお困りのことやご不明点があれば、いつでもご遠慮なくお問い合わせください🙇✨ RI
2626383,741830,"Okay, I mean the quality of the content is superior on the ios than on android. Just have a look at the snip from ios, best quality [LINK]",2626382,We'll have this reviewed internally by the concerned team. ^NR
241516,173344,I am looking for a call and not any emails. Emails are just a way to fool customers. First a call and then an email,241517,I've noted your comments and passed it internally. We'll get back to you soon. ^PS
2276394,662076,my package is one and a half weeks late and it isn't even a big package what gives?,2276392,I am really sorry to hear this! What is the current status of your order as listed here: [LINK] ? ^TL
1476897,462913,Watched one of your delivery staff refuse to deliver to my building because they didn't feel like using our locker system. Help?,1476896,So sorry! A member of my team would like to look into this issue with you. Please contact us here: [LINK] ^LS
472427,135811,the day going to end where is the winners list?? did the same for #lgq6appquiz too. All contests are like that only?? I was a Prime customer but not now. looses his shine in India,472428,We're sorry that the results of the contest could not be announced by the expected time. The issue has been forwarded to the concerned team and they are right on it. We'll ensure to update you once the details are shared. ^PR
2732857,766033,"Claro que si, y desde que llegó Amazon a México he tenido las mejores experiencias y siempre ha superado mis expectativas, Saludos",2732858,"Rafael, nos alegra escucharlo.😊 Comentarios como el tuyo nos motivan a seguir mejorando. Saludos ^HC"
2405218,425577,Any problem with prime video service? Not able to play anything,2405216,Could you please let us know the error message that you see on the screen? ^BV
2476040,707794,Done. It was withering. Many thanks.,2476042,"You're welcome Travis, if you need anything else then please don't hesitate to let us know. ^KI"
2766438,773655,Is there a contact number to use to speak to someone? I'm locked out of my account and the email address attached has been hacked. I'm paying for prime I can't use &amp; I have 100s of books on my kindle I don't want to lose. I've emailed twice with no reply. Thanks.,2766437,i am really sorry to hear that and can imagine it has caused a great deal of stress and frustration. Please contact us on the following link so we can look into this for you [LINK] ^SM
2527654,719700,そんでたった今、Amazonを名乗る架空請求の詐欺っぽいヤツがSMSで届いたので皆さんも気をつけてくださいね [LINK],2527653,ご認識の通り、そちらのメールはAmazonから送信しているものではございません。正式なメールかどうかの識別方法については、こちらのヘルプページをご参照下さい。 [LINK] EK
572438,254502,on amazon household why can you not share gift cards!?Or how can I transfer gift card balances from my husbands account to mine?,572437,Give us a call. We can take a closer look into available options for the gift card. We can be reached 24/7 here: [LINK] ^EP
2812161,784154,", wie soll das nur mit uns beiden weitergehen 🙈 #CyberMonday",2812160,😱... was sollen wir tun? Dich vom Shoppen abhalten? 😊 ^TG
2599685,130737,"I request so many times, but no reply from Amazon India. Plz help me as soon as possible. [LINK]",2599683,"I'm sorry for the trouble you have in returning this order, call us here: [LINK] &amp; we'll take necessary actions to resolve this pending return pick up. ^MJ"
1532127,475245,"Ordered Nokia6 a couple of days earlier, would be great if its delivered by Sunday...plzz look into it📱",1532125,"Please wait till the estimates, I'm positive your order should be delivered as per the estimates. (2/2) ^SV"
981474,352711,Call me I'll surely elaborate this,981475,Kindly drop in your details in the form provided earlier and we will get back to you. (2/2)^VH
2136236,628427,"Probably gonna stop using . Get your shipping together. USCG Base in Petaluma, Ca. [LINK]",2136235,"I'm so sorry to see this, Tommy. We'd like a specialist to look into this. When you can, click here: [LINK] ^BL"
785094,206845,order number 4__credit_card__. Payment is done so track the product and reply,785095,We're following up with your concern here: [LINK] ^KA
721242,292649,Merci de m'avoir envoyer un colis vide 😑,721241,"Bonjour, je suis désolé d'apprendre cela. Avez-vous contacté notre SAV à ce propos afin de vous proposer une solution ? ^ME"
268705,180063,Says $30 discount off Sonicare toothbrush but total didn't show money off,268706,Can you please share a link to the item and promotion? That would help us look into this! ^WT
2703151,641607,"On my phone, with the Amazon app installed, but not for much longer if these keep popping up.",2703150,"Oh no! Follow these steps to turn off those notifications: 1. Open Amazon App 2. Select the three horizontal lines in the top left corner 3. Scroll down and select ""settings"" 4. Select ""Notifications"" 4. Turn off ""Your recommendations"" ^BE"
382014,206578,Bonjour c'est quand que vous apprenez à faire des colis ? [LINK],382010,"Bonjour Marion, je suis désolée pour l'état 🙁 L'avez-vous signalé à notre SAV? ^SM"
2587895,196956,"Woke up to a notification about it being in Dallas, spent hours hunting to figure out where &amp; nothing in the app. 🤷🏻‍♀️",2587893,I'm sorry for the trouble! Have you contacted us by phone to discuss this experience: [LINK] ^ST
515256,238681,Alright fam preciate the help good looks,515255,We're happy to hear it! Enjoy your Friday! 😊 ^MV
2216725,647638,Why Amazon Cloudtail charged 28% GST on a 18% Rate Product. Products HSN Code is 2701 Moltul Mobil Oil.. 🤔,2216724,That's odd. Kindly reach out to our support team here: [LINK] We'll definitely look into it. ^PS
853943,322830,have let you down again,853945,I'm so sorry for the delay! Please let us know if you don't receive your parcel by 21:00 today. ^TK
1544162,446017,Already replied,1544163,We'll check and get back to you at the earliest. ^PS
785849,307489,season 3 is here. But I could not find it in,785847,We don't have any announcement about Mr. Robot Season 3 as of now. Kindly stay tuned. ^GK
376590,205333,I don't know if it's to investigate its location but apparently law enforcement was mentioned in the chat by your representative,376591,Strange! When did you contact us? Did we email you after the call? ^PK
2415986,691037,I've already shared my order id. Already waited more than 36 hours. DELIVER IT TODAY OR CANCEL IT!,2415988,Sorry for the trouble. We'll not be able to view your details via Facebook. 1/2 ^MM
914158,337086,I have received many correspondences. each one telling to wait 24hrs. but now it hasbeen 1month.please do something instead of passing buck.,914159,I get your concern. Please reply to the email from social media specialist for further help. ^HA
2611625,738475,"Ma no, era una battuta goliardica! Tutte quelle casse d'acqua erano effettivamente molto pesanti, il povero fattorino voleva solo essere simpatico :) Grazie comunque per la risposta, efficientissimi!",2611624,"Grazie a te per il riscontro, Manuela. Restiamo comunque a vostra disposizione! A presto! 🙂 ^MP"
2200802,643636,Thanks for sending me a ripped book 😕 Anyone any idea how to complain as I can’t seem to find a contact address?,2200801,"Hello, I am very sorry to hear the book arrived damaged. You can have a look here for the return options available: [LINK] ^CR"
2673426,752642,I mailed twice for the inconvenience caused to me but the mail can't be received by your inbox kindly help,2673425,"We're following up with your concern via DM, please check. ^HA"
2528846,177853,Since yesterday I have called and wrote long emails that did not work... and now I’m tired to describe stories in writing nor have time... can u call me please on my phone? Hope ur majesty I’m not asking too much from u ppl seemingly too proud to be around us?,2528847,"I understand your concern. However, as mentioned earlier, we'll not be able to access your account via Twitter. Kindly share your details through the secured link provided earlier, we'll reach out to you soon. ^AP"
2967793,818699,I had this kindle fire for about 5 months and it won’t turn on randomnly I call customer service and basically I get a too bad ..... 👎 sh,2967792,"I'm sorry your Kindle isn't turning on! Let's try pressing and holding the power button for 20 seconds and then charging the device for 30 minutes. Please keep us posted on the outcome, we want to ensure we've addressed your concerns and you get it back on. ^NN"
1772264,211840,I would inform your delivery folks that this is NOT “handed directly to a resident.” #Lazy #UpPrivateDriveway [LINK],1772262,I'm sorry to see this! Who was the carrier listed for this order: [LINK] ^WM
1719219,520463,"Checked, it’s not there",1719220,Sorry to hear that. We'll be happy to look into that for you. Please reach out to us here: [LINK] you won't be required to sign in. ^RS
755082,272837,Took enough time to take a deeper look? And foud what? That you are looser #Amazonloosers,755083,"If you have dropped your details, then we'll be giving it a check and reverting shortly. Kindly keep an eye on your inbox. ^AB"
1004531,357766,amazon.ca,1004530,"Thank you for confirming, Emma. We're here to help! What does the current tracking status indicate here: [LINK] Please let us know! ^FD"
1439137,453982,"Yes, exactly.",1439135,"Sorry for having missed that, Toni! Who's the carrier listed for the delivery? Let's check here: [LINK] ^JZ"
2934351,811366,i cannot dm help and have an issue with an order that carrier says they delivered but i have not received. How do i resolve?,2934349,"Hey Paul, can you please follow these steps to find your order: [LINK] ^RS"
13900,118920,is there a way to know if the Amazon gift cards I send are being used?,13899,You would only be able to confirm gift card balances on the account it is redeemed on. ^JP
1380970,441436,I needed it by tomorrow. That’s why I ordered it on prime on Tuesday,1380971,Apologizes for any inconvenience caused Megan. We wouldn't have the ability to expedite the shipping. ^NV
826252,316807,Wooooow mi tv ya tiene la app de,826251,😀 ¡Qué emoción! ¿Ya comenzaste a ver series? 😊 ^JQ
1078340,374380,[LINK],1078339,I'm sorry your order has yet to arrive. Please contact us here so we can look into this: [LINK] ^GG
1340605,432686,is starting to really disappoint. What happened to prime being 2 day shipping guaranteed? Customer service is rude too!,1340602,"I'm sorry for the poor experience, Alyssa! What was advised when you spoke w/ us? Did you complete the agent survey? ^LB"
304580,188728,"At least you got a delivery, for me they took money and forgot",304594,I'm sorry to know your order hasn't been delivered. May I please know if the estimated date 1/2 ^SH
204947,164544,Dont believe u &amp; at checkout said 2 day shipping guarantee by 10/4 but after money taken out delivery dates changed,204945,I'm sorry for the delay! Who is the carrier on the order and what does the tracking info state: [LINK] ^TG
450003,221659,"Delivery no-show, everyone i talk to on the phone barely understands me, when i ask to be transferred they either put me on hold or just repeat the same thing over and over again. This is not the first time i have had a no show delivery driver",450002,I'm sorry your parcel hasn't arrived! We want to be sure you are receiving your parcels when they are expected. Please reach out to us directly here so that we can take a look into this for you: [LINK] We'd like to help! ^ZW
2296500,532556,"Je vous laisse comprendre le soucis. Puis est-ce que 3 """"""""""tentatives"""""""" de livraison mène à un retour à l'expéditeur? Parce que le soucis vient de vous là, et pas moi [LINK]",2296499,Je suis sincèrement navrée d'apprendre cela. L'avez-vous signalé à notre SAV s'il vous plaît? ^SA
269125,180169,ありがとうございました。,269126,とんでもないことでございます。今後もお困りのことがございましたら、ご遠慮なくお知らせください。 YM
455538,223129,"Well Amazon ""Failed to deliver my package"" while I was home. 😡",455537,"I'm so sorry you haven't received your package! Without providing account specific details, please tell us who the carrier was for this order. You can find that here: [LINK] ^HS"
594572,260861,"Cheers great place to leave my parcel, really inconspicuous , luckily nobody made of with a few hundread pounds of tools... [LINK]",594571,"I'm very sorry to see the way your parcel was delivered! We'd like to help you get this reported. When you have the chance, please ring us here: [LINK] ^HC"
1501610,468543,40 pounds of dog food delivered fine. Maybe delivery guy hurt himself carrying so much and couldn't enter data correctly. 🤕,1501612,We're glad you received the dog food! We'd like to see what's going on. Who was the carrier listed for your order? ^HC
2735681,413915,any idea why I can’t sign in to the app? Just says something went wrong try again later?,2735679,There are currently no known issues with the app. Have you checked to see if the app needs to be updated?^BT
2813507,784465,hay un libro que está incluido en su lista de promociones y al momento de aplicar el descuento no funciona ☹️,2813506,"Hola, Dani. ¿El libro es vendido y enviado por Amazon México? ¿La compra es de un mínimo de $500? ^JQ"
838298,319496,Already shared with your team...pls chk your record,838299,"We've not received your details yet, Sanjay. Please share it using the link provided by 'MJ' and we'll revert soon.^RS"
2335813,206718,I am reverting them back from yesterday but they doing is making false promises hate your site seriously,2335814,we have happened to miss the estimated delivery date? 2/2 ^SB
54392,128311,"Consegui resolver o problema, mas precisei redefinir o aparelho. Obrigada!",54393,Nada Thalyta! Estamos para ajudar! 😃💟📚 ^JJ
2367312,683328,how about you don’t lock someone out of their acct and delete their order during the biggest shopping weekend in the U.S. #youevencalledtoverify,2367310,I'm sorry about the account issues! Did you receive an e-mail from one of our Account Specialists here: [LINK] ^SH
505016,235778,"24hrs after the delivery date, I get an email from Amazon ""we recently learned we may miss your delivery promise""...this for a 2-Day delivery item I ordered Monday of this week.",505014,"I'm sorry to hear this! While delays are rare, they can occur. Were you provided with a new delivery date? ^AC"
643664,184638,pls improve your return services. It's been 5 days and no one picked package. You said packages will be picked up yesterday.,643665,"through this link, [LINK] mentioned earlier? (2/2) ^VM"
2414515,694022,My sister is facing a lot of issues while trying to sell products on Amazon USA.. can someone please help? Tried contacting amazon serive also.. no one seems to know the problem,2414514,"I'm sorry to hear about the seller issues your sister has been facing! Without sharing personal account information, could you let us know what happened? ^TH"
644759,273031,"bon, apparemment mon colis est arrivé dans ma boite au lettre hier, sauf que non. c'est la deuxième fois que ça m'arrive, vous avez une solution là ?",644757,"Bonsoir, je suis désolée d'apprendre cela. Quel est le transporteur qui prend en charge votre livraison je vous prie? ^BR"
418176,214772,Sockong for me as well. Just dropped a mail.,418178,Thanks for letting us know. Our support team will revert to you with an update on priority.^RS
359187,200858,Y Amazon keeps cancelin my ordrs? ORDER # 403-8515280-2355558 ORDER # 406-6045999-1933165 ORDER # 406-2201196-7169943,359188,"Please don't provide your order details,we consider it to be personal information. Our page is visible to the public.2/2^AH"
1026153,362793,Both. Shipped and Sold.,1026152,We're unable to access account info via twitter. We want to help Please contact us directly here: [LINK] ^JF
1990127,588974,le service au client par telephone c'est horrible.,1990125,"Bjr, je suis sincèrement désolé que vous ayez cette impression, puis-je savoir de quoi s'agit-il, s'il vous plaît ? ^RA"
1330183,430348,Do i need to tell my issue every time i tweet?,1330181,Your issue is addressed in our correspondence if you have submitted the form with requested details. Request you to check &amp; reply for an update. ^MJ
695138,285787,What happens when your order doesn’t get there in 2 days? Like what am I guaranteed here?,695137,"Did you place the order with Two Day Shipping? Two days, refrs to two days from dispatch.^KK"
2221855,648915,Last 1 month back I purchased 1 mobile phone but I found the problem on that,2221853,Request to contact the manufacturer in this regard as the return window for the product has expired.^SB
472284,227479,"I have a deep love for but their customer service has been horribly dreadful to work with. One of their reps from India kept ignoring me, giving me attitude, and eventually hung up on me tonight. My new prime membership has been a nightmare 😬😅",472283,"I am so sorry to hear that Cass! Without giving out any personal info, would you be able to tell us a bit more about the issue you are experiencing? We'd like to help!^MA"
2607027,737513,"just had an email saying my Now delivery was refused at 21:01, but your driver never attempted delivery! 😡",2607026,Sorry it wasn't delivered. Please contact us through the main menu in the app or here: [LINK] ^AF
1334312,431267,package left at same place from 24 oct of ordder id ( Order# 404-8261166-0718759). what a worst delivery service,1334311,Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^SG(3/3)
887894,330826,Any update on the same??? Don't you think it's high time to escalate the same to higher grievance cell?,887897,Sorry for the hard time you have been through. If you have filled the details in the link provided earlier 1/2 ^HS
794436,286682,"#amazonecho ""Alexa, can you find my echo invitation"" Didn't get still now it has been 8 days for requesting",794435,"In Alexa's voice: "" If you have requested an invite, we will honor your request and send you an invite"". 1/2^MS"
2885667,329569,Oh what's what...? Another order being dispatched with a 3 day delivery window? 🤣. Gonna incorporate this into my next story. #gottalovePrime,2885665,Hi there! I'm sorry for any delays you may experience. This is our busiest time of year and everything slows down. This help page has more details: [LINK] ^SP
1416828,449289,and the person completing my order didn’t respond to my text because order was complete,1416834,I'm sorry for the trouble you've experienced! You can reach our Prime Now team by phone here: [LINK] ^BN
365246,202516,What the heck we are doing here .. why there's multiple communication when it can be solved here itself cut the crap find a solution,365247,"We realise you're upset. However, as twitter is a social platform, we will not be able to provide order details here. ^PR"
2320996,672629,Any update?,2320993,I apologize for the delay in resolving this issue. Our team is working on it. We'll contact you once we have an update. ^PJ
1258254,414837,How did you sent my package at wrong courier?Your workers and system is blind or what? your service is hopeless. is much better &amp; professional too.Either you deliver my order before tomorrow or else give me my money back. [LINK],1322664,Apologies for the trouble with the delivery of the order. I'd like to take a closer look at this. ^AK (1/2)
835521,316081,Last one was yesterday 13:00-17:00. After that - by today. Check the transcripts of the chat.,835524,If the item doesn't arrive today please let us know and we'll offer further advice. ^BM
313824,190938,", This is how your sellers cheat us. Defective phone. Amazon Refuses to refund . And now customers are at amazon mercy. [LINK]",313822,here: [LINK] for more info on our return policies and why a return won't be possible in some cases. 2/2 ^AB
1191417,400030,最後まで丁寧に教えていただきありがとうございました。┏〇,1191418,とんでもございません。 数ある販売店の中からAmazonをご利用いただき、誠にありがとうございます。これからもお気づきの点やご不明点がございましたらご遠慮なくお知らせください。 MH
372154,204168,Pero simpre tenia la información del transportista al 2do dia y mi envio lo recibia al 3er dia,372155,"(2/2) El pedido se encuentra a tiempo y puede ser enviado en cualquier momento, antes o durante la fecha indicada. ^JQ"
2139188,629140,"Bonjour , ma commande n'est toujours pas arrivée et le suivi de colis ne se mets pas à jour depuis 1 semaine, un souci?",2139187,"Bonjour, je suis navrée pour cela, quel est le transporteur qui a pris en charge la livraison ? ^ASZ"
1024283,362399,"amo que pido algo por en Sabado en la noche y llega el Domingo en la mañana, totalmente vale la pena el Prime",1024282,¡Corremos para llevarte felicidad! 😊 Esperamos que disfrutes mucho de tu pedido. 💞 ^JQ [LINK]
2560247,726695,"Have had it since Jan 2017, so isn't new..But since you launched it in India it's become a lot more useful,especially as a juke box! But it still can't order a pizza for me :-(",2562067,"Umm. Well she is still learning. However, you never know when she might just surprise you. :) ^SG"
2854276,60163,I’m only saying what was on the credit card statement. I’m not sure why I would be charged for a business service I don’t use on my personal credit card...,2854278,"Were you able to contact us using the link ^NC provided above? We don't have access to your account through Twitter. For the fastest resolution, you can contact us by either phone or chat. ^FJ"
359244,200473,Then what could going to happen..,359245,I'm sorry but I still couldn't comprehend your statement. Please rephrase and elaborate. ^HA
1599264,491121,"I recently got an Echo. Alexa keeps on telling me that I have no open orders when I ask her, but I do have an open order. Help?",1599263,our support team here:[LINK] &amp; we'll have this checked right away. 2/2 ^EM
136247,146702,While placing the order it is showing minimum 2 order quantity in most of the product s..Why..I am a prime member.,136246,"Hello, some items have a restriction on the quantity you are able to purchase.^CR"
1126164,200255,Sorry to say but your is not at all supportive. It just acts as a messenger to tell you a link to fill a form.,1126165,I'm sorry that the issue isn't resolved yet. Kindly reply to the email sent by the Social Media team 1/2 ^EM
2170799,636784,"Hello, I'm surprised that I still have not received my order, made the 01/11 and shipped on 09/11 (french date). Can you help me on that please? Thanks",2170798,"Hello, we're sorry to hear that, what does the tracking say please ? ^KE"
2358900,681274,"Received email from cancelling an order for ""security reasons"" and ""reinstating"" my account. Raised this with you by DM. After 48 hours (and no further responses from Amazon) still no word from Amazon security. Account security concerns? Not Amazon's problem.",2358897,I'm sorry for the wait. I see you've said the account has been reinstated. Have you attempted to login since being notified that the account was reinstated? ^AN
1619421,496422,"Why ask for a ""safe place"" if I'm not in if drivers will just give parcels to neighbours anyway? They're not in for me to collect!",1619419,Oh no! We'd like to get this reported. Please contact us using the following link: [LINK] ^AB
782335,306746,I ordered on Wednesday for delivery on Friday. Emails stated it would be delivered Friday. Tracking stated it was out for delivery Friday to be delivered by 8pm.,782337,We aim to deliver via the initial delivery date provided to you. Have you been provided with a revised delivery date? ^TP
2336978,676156,"okay, if i choose 2 day shipping, im expecting it to arrive within the next week. im just glad im not getting anything halloween related, otherwise id be pretty pissed. [LINK]",2336977,(2/2) Some packages can take additional time to process. You can learn more here: [LINK] ^JM
1500731,366914,Like I said I am not filing out a form that will probably be read by some bot and replied to in a typical mail. U lost a customer. That’s it,1500733,Not the kind of experience we'd want you to have. Please connect with our support team through the link shared earlier. ^BS
2462178,704887,i have already shared my details many times through mail and directly from my amazon account too,2462181,Have you sent your details from the link shared above by 'GK'? Keep us posted with an update. ^HR
930298,340698,Merci pour votre compréhension ! Bonne soirée et bon courage avec les casse couilles comme moi 😉,930297,Je vous remercie et très bonne soirée à vous. 😊 ^ASZ
2891925,329031,[LINK],2891926,"We're sorry for the experience you've had with this delivery, we strive to ensure every customer is delighted. We'd like to look further into this situation with you. When you have a moment, can you reach out to us here:[LINK] ^AZ"
1959457,581256,"what the hell is going on??? I had placed an order on 19th Nov, 2017 it was supposed to be delivered on 24th Nov, 2017 bt its 26th and I haven't received the product.. Order no. 4__credit_card__. Every time I call to courier service they say today it will be delivered.",1959456,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^VH"
1210202,404084,Vielen Dank für die schnelle Antwort 👏,1210204,Gerne! :-) ^MF
1968368,583219,"Order showin Arrivng Today n ""Not shipped yet"" simultaneously.Ur help section is Helpless.#1 day guaranteed delivery a #joke.403-1439841-1901116",1968369,"Apologies for the unpleasant experience. This might be a miss, I'd like to help you with this. Please drop in your 1/3 ^AH"
2371285,668585,"Ya he recibido información y opciones, y se han ofrecido a un seguimiento para ver si llega a tiempo. Un placer una vez más contar con vuestra ayuda.",2371288,"Kevin, ¡nos alegra escuchar eso! Esperamos que sí lo recibas a tiempo y te reiteramos nuestro apoyo: ¡sabes que puedes contar con nuestra colaboración! ^CB"
643867,272846,Sure !!! i hope you resolve my problem.. Thanku 🤗,643868,Once we receive your information at our end. We would reach out to you soon with an update. ^VM
2952288,669873,"so yet again are screwing me over £200+ worth of goods supposedly delivered, I checked all around the house, with 8 neighbours. No one knows anything. Just a shambles of a service.",2952286,I'm sorry for the frustration this has caused! We want to help and look into the situation with you. Please use the following link to contact us via phone or chat so we can best assist you: [LINK] ^MW
1358101,436632,I tracked my parcel earlier and it said it was with a carrier out for delivery 🙄 now it says it will be delivered between now and 31st🙅🏼,1358103,Oh! Have you tried to reach out to us here: [LINK] for real-time assistance with this? Keep us posted! ^FR
1953308,259082,Yeah I have done and mostly gets delivered to the neighbour but I'm the evening to be left outside it's dumb. Not the first time it's happened,1953307,"I am sorry to hear this, can I ask who was the carrier that delivered this order please? You can find this info here: [LINK] Thanks. ^GA"
1950198,507099,"Any idea when Teen Wolf Season 6 Part 1 will be available on Amazon Prime Video? Part 2 just ended, but part 1 ended in Jan.",1950197,"We've not announced anything yet, but keep your eyes peeled! ^NM"
727620,294302,"It's being really disappointing, when your products are not being delivered on time and Amazon say it's being delivered #unhappy [LINK]",727619,Kindly get in touch with us here: [LINK] and we’ll be glad to help you. ^NS
680387,282342,Siete senza cuore😣,680386,Lo facciamo per te! Non potremmo mai privarti delle nostre strepitose offerte: [LINK] 😝😂 ^MZ
629561,269136,Sinon comment puis-je ajouter des instructions aux livreurs si ça arrive effectivement samedi ?,629564,Quel est le transporteur de votre colis ? ^MA
1665292,507420,Arriving early: Rewy Mini Rugby Wireless Portable Bluetooth Speaker With USB &amp; TF Card Sloü will be delivered by AmzAgent(8919426646).,1665295,Sorry for the hassle with delivery. We certainly didn't expect this to happen. Please report this to our support team here:1/2 ^RI
2115526,367685,Delivered today Your package was delivered.,2115528,I'd like to have a team member contact Canada Post on your behalf; please reach out to us here: [LINK] ^WM
