customer_tweet_id,customer_id,customer_text,response_tweet_id,brand_response
233516,171588,Who is this accounts specialist team which is never contacted me? Can't you do this favor to pass on my query to them.,233515,"account specialist team or you may reach out to our support team using the link shared earlier by ""NK"". 2/2 ^GK"
404086,211646,"Have the worst time trying to unlock my account with - 4 phone calls and 3 emails later, no one is listening or helping! I just want to access my account again! #customerservice #amazon #angrycustomer #itsgettingridiculousnow",404084,"So sorry for the frustration, Debbie! Have you received an email from an Account Specialist? Please check spam/junk folder ^AD"
67549,131425,Through the website. Used the gift ideas link and filtered to gifts under £10 for women :),67551,"Thank your the additianl information, Julian!^SM"
2322240,33433,"No. So given this 72hr processing time for a Prime-stocked item, I should buy from my local shop instead if I want it for tomorrow?",2322242,The earliest that item from that seller can be delivered is Thursday. Are there any other sellers available that may be able to ship right away? ^CS
612649,265703,Support will not listen. Is there anyone on the other end of this Twitter account who cares about #Echo and #Alexa functionality?,612646,"Without giving us any personal information, can you let us know what has happened? ^KI"
382609,206702,Ordered 1 arrow shoes for UK 9 size. Amazon has delivered worng size shoes of UK 10 size and now Amazon is dening for replacement,382608,Apologies for the inconvenience. Please fill this form: [LINK] and we'll assist you accordingly. ^MN
1445378,455404,I ordered the new South Park game which is releasing tomorrow but my estimated delivery date is the 27th? Prime 2 day?,1445379,(1/2)Two-Day Shipping refers to the time it takes once the order ships. Some items aren't able to ship immediately.
2938281,812180,", stop lying we never asked to delay our order. Ur is simply late. [LINK]",2938280,We would like to help you. Please share your details with us here: [LINK] We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.^CB
1337250,431911,I would like an email address for escalation,1337251,I'd like to personally help you. Kindly fill in your details here: [LINK] and I'll look into it. ^NR
2299307,667388,Package was delivered to incorrect house on my street when my house number is correct on my amazon account.,2299309,Please reach out to us here: [LINK] so we can look into available options with you. We'd like to help! ^ZW
2531975,720612,いや、注文確認メールは来たのよ お支払い番号のメールだけ来てなくてキャンセルされたのよ,2531974,お支払番号を記載したEメールのみ届かなかった場合、迷惑メール設定などが原因で受信できていない事が考えられます。設定を見直して頂きますようお願いします。また、お支払番号が発行されると注文履歴の「領収書／購入明細書」という欄からもご覧いただけます。 EK
757565,301046,Eu ainda NÃO ACREDITO que comprei essa belezinha por 70 golpes na black friday da #Legenda da fto: edição definitiva de Watchmen em capa dura [LINK],757564,"Nossa!😱 Está legal demais!😁 Adoramos!😍 Me diga, você gosta dos comics?🤔 ^HC"
132513,145898,"dear when I ask alexa to tell me I'm pretty I think it should respond, ""Were I unwed I'd take you in a manly fashion."" not some crap about beauty being in the eye of the beholder. :p",132512,We'll get on to our developers and see what they think. :-) ^DC
2764469,773253,Fabulous my prime parcel already late is in Inverness according to for delivery shame I'm in Newcastle upon Tyne. Foaming as need this delivery for a present !,2764467,"Oh no, sorry to hear of the delay. Did you receive a revised delivery date? ^ES"
2142948,630058,Never Got mine. N They said I didn't order? WTF,2142945,I'm sorry to hear your order couldn't be found. Did you receive a confirmation email that you're order was placed? ^SY
1568821,483999,My order details are #404-1808189-9323540. Returned Purva Art womens wine gown &amp; Royal export taffeta silk &amp; crepe gown.,1568823,"I'm sorry about the hassle. Have you shared the details via secure link provided to you earlier ? Also, 1/2 ^SB"
1117051,383580,i have booked one order and number is 405-2720762-0238716 i want to change delivery address same as billing address plz help me,1117069,"I understand your concern, please contact us here: [LINK] so that we can assist you accordingly. (1/2) ^SC"
1258566,383464,"Dear I think your recommendations is broken? I listen to Foo, Fall out Boy and Blink182. Not sure why you are giving me this? [LINK]",1258564,That is strange. Are you sure you aren't a Little Mix fan? ^KM
526521,241847,Amazonからお届けものデーす [LINK],526520,(´-`).｡oO ( ひと足早いクリスマスプレゼントかな？🎁🎄🐶 )HM
432330,217823,I work at an ‘open to the public’ place that I leave at 5pm. At 4pm an Amazon driver couldn’t deliver my package... [LINK],432328,I'm sorry for the trouble! We'd like to take a better look at this with you. Please reach us here: [LINK] ^KP
821213,315603,Oh no problem glad your here to help my display screen is too pic and it has a yellow boarder around it 😐,821215,You may have VoiceView turned on. You can learn more on how to turn it off here: [LINK] ^JM
2383318,120538,stop wasting my time by doing all these drama,2383319,"We apologize as your recent experience with us was unpleasant. However, we wouldn't be able to provide any further insight on this issue unless you provide your details. Appreciate your understanding. ^BV"
350973,199503,Shoutout to the person who delivered my package and just threw it in the porch &amp; ran off. 👌,350972,"Apologies, this is not the service we expect. Please reach out - [LINK] we'd like to escalate further ^TP"
1390055,443322,None - I was so excited too,1390054,Hi Em. What delivery date was originally provided to you when you first placed the order? ^TP
1773833,533107,This is all it says on my Galaxy S7 when I try to send a document to the app. However on my tablet and via email it works perfectly fine. [LINK],1773835,Reach us here so we can have a look into this with you: [LINK] ^CL
1616345,495680,thanks for ruining the Christmas presents I ordered for family and not sending them in an amazon box and just whacking a delivery slip on the present ! It’s coming up to Christmas ! Things are surprises! example below! #badsanta #Amazon [LINK],1616343,"Oh Adam, I'm so terribly sorry! I hope the surprise wasn't ruined. For more information regarding Amazon packages not coming in boxes, click here: [LINK] You can submit your package feedback here: [LINK] ^SY"
684760,283435,Ja. Aber ich kenne die mittlerweile auswendig. Und mag weder Fußball noch Autos. Ich nutze übrigens den Fire TV Stick,684758,Gerne leite ich dein Feedback an meine Kollegen weiter. ^AM
319461,192171,"Hi, I am unable to select a delivery speed. 'Scheduled Delivery Cannot Be Selected For This Order'? [LINK]",319465,"Some items are eligible for scheduled delivery, those items need to be placed in a separate order. 1/2^MS"
863360,325013,"meu livro chegou danificado, o que eu faço?",863358,"Olá J, sentimos o inconveniente. O livro é vendido e gestionado por Amazon ou por um vendedor externo? ^DA"
2314236,671065,"??????.......????, [LINK]",2314233,Sorry about the inconvenience. I've checked and see the website is working fine. Please try using a different browser. ^NR
2369582,683840,"a very long time ago amazon let people add ""ideas"" to a wishlist that acted like their own items that you could add the comments on and everything. eventually the feature to add them was taken away but existing ones still remained. now ... (1/2)",2369580,Thank you for explaining it me. I vaguely remember what you're referring to. It was almost like a review of the items you wanted. Here's a link to our wish list help pages to see if they help: [LINK] Does that sound about right? ^SY
1527630,474323,Well done most help lines are useless 5 min online chat sorted my problem and refunded my card 👍👏👏👏,1527629,"We're happy we could help! If you need anything else, please let us know. ^AG"
1365425,437905,It was supposed to be here on Wednesday. Don't break my heart amazon 💔,1365427,"When checking your tracking did it say that it was delivered, missing, or shipped? We are here for you! ^LS"
2115553,623656,"Not sure, but as of the attached image I suppose is Calumet [LINK]",2115555,I see. Please reach out to Calumet for more information here: [LINK] ^WJ
215105,167107,Yes the order was on Amazon,215103,"From the screenshot provided, looks like the order wasn't placed from our website, Ankur. ^HD"
2616377,739518,c'est noté.,2616378,Nous vous remercions de votre patience.
1311843,426542,"Dammit quit double charging me. First prime, now kindle. This close to canceling",1311841,"Hi, sorry to hear that. Can you tell us a bit more about the issue w/o sharing any personal or acc info? ^JJ"
980216,350247,How many times i need to followup with ur executive...,980217,"I'm sorry for the trail in delivering your order, write to us here: [LINK] &amp; we'll get this sorted. ^MJ"
869846,326539,...marked as being out for delivery as opposed to refund request being processed or accepted.,869847,We're unable to access account info via twitter. Please contact directly for options here: [LINK] ^JF
111865,140841,It does not work. There is no wwe network app in the Fire 10 store,111864,"I'm sorry to hear it's not available on your device, Greg! In this case, it's best to let the developer know by sending feedback to: __email__. Please let us know if there's anything else we can do to help! ^CS"
1587315,150316,The link does not have the option for the reason to give nor does it have a option to type it out! Please you do look after it!,1587317,The list of used products accepted under the Exchange Offer program and their prices is dependent (1/2)^SQ
1953355,579935,No delivery....is there no way of fining the courier?It is YOUR Prime service they are messing with.,1953356,"Hi, Please reach out to us with the link provided so we may look into this for you. [LINK] ^CR"
429012,217029,do I get charged straight away if I purchased an item on pre order ?,429011,"We don't debit the money until just before your order dispatches. However, with pre-orders we may reserve the funds in advance^TP"
35847,123811,They said on he we site they tried to deliver at 853 last night. Checked my video. The delivery guy never showed.,35848,Sorry to hear this - pls contact us so we can escalate to the carrier : [LINK] ^TD
1034704,364769,Ordered product .. Got Empty Box .. ORDER # 405-9378279-1916326 Please solve it ASAP.,1034705,Please fill in your details using the link: [LINK] and I'll get in touch with you soon. ^AK (2/3)
2745955,362015,"Ordered a Aicok Sous Vide cooker, it was a ""BLACK FRIDAY LIMITED TIME DEAL"". The next day it drops $20. What gives ?",2745953,"Thanks for asking, Justin! The answer to your question can be found here: [LINK] ^SE"
86074,134791,From urselfs bar the €1 on Thursday! I've conveniently been told the card needs a day r so to activate so I tried purchasing something else from ur site an it was accepted straight away. So there is NO ISSUE with my card. And I want to know how to get this resolved as I'm being,86072,"We're here to help, sorry for any inconvenience! With Twitter, we're unable to access account or order information. To learn how to resolve a declined payment, click here: [LINK] ^JE"
2800477,781280,"Thanks it’s not a problem, it made me laugh. Saves a load of unnecessary packaging",2800479,"Glad you understand our aim to reduce unnecessary packaging, have a great day! ^BD"
132340,145861,I’ve tried that too! Just get ‘it’s been marked as delivered’,132342,Have you had a chance to reach out to the courier? [LINK] ^RO
1688829,512790,This was cash back [LINK],1688831,"I understand that you are concerned about the cash back. However, I request you to please report this to our support team on the link shared earlier so that we can assist you accordingly. ^BV"
1682747,387423,Help or close Amazon. This is redundant issue. Do you have logistics or dummies doing random thing. last 45 days Amazon cancelling my orders without delivery attempt.,1682748,issue. Every report they receive will be investigated and appropriate action will be taken to resolve it. 2/2 ^SY
1488841,207161,Applausi ad per l'ennesima consegna in ritardo. Non pago Prime perché mi regaliate mesi in +. Pago per avere consegne rapide!,1488839,Sono spiacente per il ritardo. Il nostro Servizio Clienti è a tua disposizione cliccando qui: [LINK] ^MA
529112,242512,Amazonに登録してないアドレスへAmazonなりすましメールが届いたんだが、どうやってこんなドメイン取得してんだ...？ 本物のAmazonと見比べても.co.jp同じだし [LINK],529110,実際の送信元Eメールアドレスと、受信側に表示させるEメールを偽って変える手法の迷惑メールも存在しているようです。Amazonを語る迷惑メールが出回っているとの事なので、心当たりが無い場合には返信や電話などせず、破棄いただくことをお勧めいたします。どうぞご注意下さい。 EK
927513,305262,Same issue was faced by me also ...and was literally harassed by ur guys ..will never ever order from your shitty app,2304178,Sorry for the confusion. Please share your details here: [LINK] and we'll help you with this. ^SQ
2064405,407554,"Amazon canceled the order again without asking, Shameless [LINK]",2064404,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^GU"
264799,179075,I filled it like ages ago but noone ever called,264801,"You should have received an email from us, please check and revert. ^HN"
1693576,513957,Por eso te amo #XboxOneX [LINK],1693575,Hola Lalo. 😱 ¿Cuán emocionado estás por recibir tu pedido? ^HC [LINK]
803008,311349,Si excelente que debo hacer gracias,803006,"Hola Jmario, solo debes ingresar en el enlace e iniciar tu período de 30 días de período de prueba: [LINK] ^HC"
1522620,473143,Hey I've never pre ordered a console from amazon before would i get the console the day it comes out or the day after?,1522619,Hi! The delivery date is shown on the email confirmation. Or you can also find it here: [LINK] ^BA
373627,204537,"Ordered on Oct. 6 (long before “order before X time to ensure two-day”), it’s arriving October 9. Respectfully, that’s not two-day shipping.",373629,"Two-Day shipping refers to transit time, in business days, once your order is shipped. Please keep us posted upon delivery. ^GM"
1937604,576399,"My account was hacked, entire history and all videos purchased are now gone. No one is helping. Can I get a refund for all the videos I bought but were deleted by the hack? Does even care when customer accounts are hacked?",1937603,I'm sorry for the trouble with your Amazon Video library. We're unable to access your Amazon account through Twitter. Please reach us by phone or chat here: [LINK] ^LR
1459762,458833,No delivery...,1459760,Oh no! Let's look into this in real time. Please call or chat with us here: [LINK] ^BA
432847,217955,Entrega prevista: 9 oct Enviado,432849,Entiendo. ¿El producto es vendido y enviado por Amazon o por un vendedor externo? ^LG
124729,143940,会員になるかレンタルするか、 どちらがお得ですか？,124731,該当作品は、第一話レンタル HD高画質 250円、SD標準画質 200円です。次のエピソードもレンタルしてご覧になる場合はその都度かかります。プライム会費は、月間プラン400円、年間プラン3900円で見放題です。[LINK] お客様にとってお得なほうをご検討ください。 RI
2787752,778244,"Just a quick suggestion, maybe train customer service reps not to blame their already upset customers for their account getting hacked. I have never been to Rhode Island so I’m quite confident I did not simply leave my device logged on there for someone else to use...",2787751,"I'm sorry to hear this was said, as this certainly isn't the level of service we hope to provide. The survey e-mailed after your call can be used to share feedback for improvement directly with the associate's manager. ^MB"
2153959,729327,Me encanta amazon ya he hecho muchos pedidos sin problemas sigan así,2571965,"¡Hola, Juan! agradecemos mucho tu comentario. Esperamos que sigas recibiendo muchos pedidos y que disfrutes mucho tus productos. 😍😃🎉 ^AA"
1713804,519009,わざわざありがとうございます、申し訳ないです。姉に注文してもらった商品なので、姉が帰ってきたら問い合わさせていただきます、ご丁寧にありがとうございます！,1713806,ご迷惑をおかけしております。お手数をおかけいたしますがどうぞよろしくお願いいたします。HM
1043570,366780,"Received the attached reply, now everything is separate but when you buy something everything is Amazon [LINK]",1043573,Thanks for the update. Do reach out to us for any further concerns. ^EM
2881292,799502,this is the second time amazon disappointed me .never expected this from amazon,2881290,"I'm sorry, this was never intended. Did you report this to our customer service team? ^SI"
2403952,679483,packages not arriving on time. Still no refund. Wow amazon.,2403950,Sorry to hear that- without giving any personal info can you tell us what happened? ^MA
2882507,799741,"It doesn’t say, order number is 026-8186667-6663554",2882509,"Hello Patrick, we are unable to see your account info here. Please contact us at: [LINK] so we can assist you further. ^HS"
986411,353773,"Hi , I just unboxed a (brand new) HP Pavilion 15-AU003TX. I don't really know how new computers behave but I'm not Claire. [LINK]",986410,"We'd like to have this checked, kindly report this to our support team here:[LINK] &amp; we'll help you further. ^EM"
539712,245177,I’ve ordered items within the past 2 weeks with my Amazon Prime and they’ve both been late.,539710,"I'm sorry for the wait. Just to confirm, did we miss the delivery dates listed in your order confirmation e-mails? Have you received your items? ^RA"
2345627,678265,what are the news headlines that play on the #echoshow ? It is some of the most irrelevant content imaginable. Can it not be changed/ customized?,2345624,You can follow the steps here: [LINK] to get more or change the content. I hope this helps! ^AD
998213,356370,Hi amazon. You only publish positive reviews?,998211,All the reviews which meet the conditions mentioned here: [LINK] would be published. ^AU
1932400,412748,I've sent emails in response to an order I made. I NEED to change size to 18 mo old onesie NOT 3 mo they're sending me. Plz HELP!,1932398,We'd like to check out options with you. Please contact in directly using this link: [LINK] ^GL
1627606,498307,Still no response [LINK],1627603,"Sorry for the delayed response, Sharon! Has the promised delivery date provided during checkout been missed? ^AB"
1701206,515829,It never came! Annoying waiting all day &amp; now going away - what i needed the item for. Why say it’s going to be delivered when it’s not?,1701208,Thanks for the update. I understand your concern. Please contact us here so we can look into this: [LINK] ^GG
142005,148046,It again takes me to exchange and not refund,142007,"In that case, I'd like you to reach out to our support team using the link provided, Shouvik. Please select the issue and proceed to get in touch with our team. ^JC"
2884988,800236,Any Information?,2884990,The winners' list is here: [LINK] ^AK
2840228,790378,weird how every time I try and make a complain the Amazon rep makes a mistake and doesn’t record it correctly.,2840226,"I'm sorry for any troubles caused, Jordan. Without sharing personal account information, could you let us know what happened? We're here to help! ^TH"
659939,277176,Hey I can't log in on my phone because your captchas are completely indecipherable. I've failed 4 in a row now. [LINK],659938,I'm sorry for the trouble while signing in to your account. We'd like to help here: [LINK] ^RA
727819,294362,yesterday placed order against prime but delivery boys update wrong status on the web od#404-3458920-7446761,727821,Sorry to know about the delivery issue. Please report the issue to our support team here: [LINK] and (1/2)^KA
1693722,442894,Please don't do that again and again! YOU are replying without understand the issue..Email from you was last sent on 1th Nov and I responded same day and also got call after that assuring problem will be resolved.. unfortunately Again you are wasting my time,1693723,I'm sorry it is taking longer than expected. I'd like to work on the issue and resolve it on priority. Kindly share your details here: [LINK] and I'll get back to you. ^SH
2508042,643905,your Amazon Logistics is a nightmare and loses or messes up EVERY delivery they have attempted of mine. I want to opt out.,2508040,"I'm sorry for the trouble! This isn't what we like to hear. Without posting personal account information, can you tell us what's going on? ^KP"
1661439,506760,bonjour. Pourquoi vous envoyez le jeu Battlefield 1 Revolution sous 2 à 4 semaines alors qu’il y a du stock?,1661437,2/2 Nous le recevons et préparons la commande dans ce délai. ^SM
2548595,724195,order number 406-8761389-4340309...I will ve available after 4 PM..can you arrange delivery after 4 PM.,2548597,"Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. (2/2) ^AS"
2063333,610242,"The problem i have is, i feel i might lose the ""launch edition"" bonuses because in order to ""fix"" this i had to cancel and re-order.",2063334,"I see! Were you able to reach out to us by phone or chat? If so, what options or information did we provide? Let us know! ^KJ"
2847434,791919,"have sent a private message to you, can you please check? Thanks",2847433,We've answered your DM ^VS
2935110,811514,I dropped off 2 parcels at one of your locations. One has been returned but the other has gone missing and doesn't even exist in your tracking system. No one is responding to my return form queries?!,2935108,"Hi, can you tell us how long it was since the parcels were dropped off? ^BZ"
908456,320898,"Hi, do the tickets to 'Amazon Lounge' include reserved seats inside the arena?",908454,We'd love to look into this with you. Please reach us by phone here: [LINK] ^JM
530834,242946,Amazon.in,530836,I'm sorry you've not received the refund. Please report it to our support team here: [LINK] we'll look into it and help you out. ^AP
351494,199613,- No related option to select. Please arrange call back asap.,351496,We'll not be able to gain access to your order details on the social platform. Please select a (1/2)
1828825,548835,Cn i hv stats of order? was supposd delivery 9 Oct? No auto update ur call cntr gave robotic answr they need 48 hour :( [LINK],1828824,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.(2/2)^SF"
237542,172560,3rd October,237540,You should receive your code today then at some stage. ^KM
2208492,546715,I know I went through and deleted all my songs of my music account but I'm still getting error messages saying I can't upload 😡 [LINK],2208490,"That's odd, Ashley. Can you confirm if you're uploading the correct format? Learn more here: [LINK] ^SK"
2723415,388552,Yet again Amazon delivery woes as my package was left dumped in the damp grass next to my front… [LINK],2723414,"Hi, do you know which carrier delivered this parcel? ^BZ"
290481,185182,i'm having trouble accessing paw patrol. i can't watch other videos. says low bandwith. can you assist?,290479,Certainly! Have you restarted your modem/router? That's usually the easiest fix! If you have: [LINK] ^TK
1284876,420559,アマゾンから初めて不良品が来た,1284875,ご迷惑をおかけしております。お届けした商品に問題があった場合は、お手数ではございますが、こちらのヘルプページをご参照のうえ、交換・返品のお手続きをお願いいたします。[LINK] RI
1190167,399738,"sent me an empty cardboard box instead of my Elgato Capture card, from 1 day shipping to waiting 4 days #streamerproblems #feelsbad",1190166,I'm sorry for the frustration! We're available to assist. Were you able to reach us about this issue: [LINK] ^SJ
2954309,815651,¿cómo puedo abrir una reclamación a la empresa de transporte que trae los productos? Dicen que han estado en mi casa repartiendo y no ha venido nadie. No me he movido. No es la primera vez que me pasa con ellos.,2954306,"Hola, Carlos. Lamentamos mucho estos inconvenientes. ¿Cuál es la fecha de entrega estimada para este pedido? ^ES"
1592476,489481,pls help I need these packages for a work deadline,1592474,Oh no! Have we missed the delivery date given on the confirmation email? ^BA
2845536,502030,"When an order is placed with the seller on our website, the seller takes the complete responsibility of the shipment. As we are unable to create shipping charges refund as refund has already been initiate from seller end. I request you to please contact",2845533,I understand your concern regarding the self return shipping charges. Kindly share your details here: [LINK] and we'll look into the issue for you. ^GD
909031,335914,"Mais não tenho dim dim, para compra 😖😖😖😟😟",909030,Ahhhhh fala isso não! Tira boas notas e depois pede aos teus pais para te comprarem um presente! 😃🤝 ^JJ
2316987,671779,"Taking extra delivery charge for guaranteed delivery but not deliver product on time, worst service experience Order # 402-4592125-7729953 &amp; 402-1247383-9489136",2316986,Sorry for the delay in the delivery. Kindly drop in your details here: [LINK] and we'll work on it. Please don’t provide your order/account details as we consider them to be personal information. Our Twitter page is public. ^NS
2859763,794697,i've send you a private message,2859762,We've response you on DM. See you! ^FS
2819244,785824,Please send 5 T sale details. I am much interested.,2819243,"The next sale for Oneplus 5T is on November 28, 2017. For more details please visit this link: [LINK] ^SY"
1608406,493915,your service is very unsatisfactory. me and my friends and family are also deeply unhappy by it. I'm never using Amazon again,1608405,I'm sorry about any inconvenience. Could you let us know what went wrong? We'd like to help. ^SG
2110316,294378,this is what your delivery guy thinks is an acceptable delivery to our flats. We need to talk. [LINK],2110313,"Hi, I'm sorry to hear of this. Have you reached out to us directly about this? If not you can do this via the following link: [LINK] ^KI"
317275,191716,"Courier is showing false status, no delivery attempted, I am waiting in office, no call no attempt tracking 5180735251790",317276,"I'm sorry for the incorrect tracking with your order, call us here: [LINK] &amp; we'll be glad to help. ^MJ"
644032,272883,I am tired of doing this thousands of time ...,644034,"Apologies for the inconvenience, Veinay. If you've shared details, a correspondence is sent to your registered email. (1/3) ^SV"
2451707,702531,Hi. Looks like the mail man hit the wrong button on their handheld. Turns out the packages where in the mailbox kiosk. Usually they'll indicate that. Next time I'll check the kiosk before rage tweeting. My bad. Thanks for the quick reply. Everything is fine.,2451709,I'm glad it was sorted! Let us know if you need anything else! ^TR
277858,174402,From last 2 weeks i am waiting i got frustrated now how yo'll help me,277859,"I get your disappointment. We're working on this, we'll reach out to you soon. ^SG"
328438,194312,Requested the books I ordered be left with a neighbour. Driver left them in a bin in the rain 😔 safe to say they’re a bit soggy!,328436,I'm sorry your books were damaged. We'd like to look into this with you here: [LINK] ^AF
1394386,444273,Gracias por el fantástico servicio que dais salvo cuando cobráis suscripciones falsas. perdéis un cliente... adiós!!,1394383,"Hola Manuel, sin compartir información sensible, ¿nos comentarías qué sucedió? ^HC"
716037,291341,I can talk to Alexa in the music app but not the Alexa app. Hmmm.,716036,We're always looking to improve! Please share your feedback/requests from the Alexa app: [LINK] ^GG
1259697,415149,"order No- 404-7367730-9567547 Ordered iPhone SE, phone was defective.Needed it on urgent basis. Bought one at a price lower.refund",1259698,"here: [LINK] Also, please don’t provide your account details as we consider them to be 2/3 ^SB"
493328,232611,"Der Postbote ist sogar lieb (zumindest der der da war bevor ich den Eintrag machte), aber um mit ihm zu sprechen müsste ich ja erst mal mitkriegen dass er da ist ;) (keine Sicht auf Straße)",493329,Alternativ kannst du auch direkt bei DHL einen Ablagevertrag machen. Liebe Grüße ^TA
2291779,665589,最高です…… 友人にも進めていきます。 Thank you.,2291778,ありがとうございます！😉 EK
1196792,401190,アマゾンのカスタマーセンターを名乗るとこから未納分の代金があるから今日中に電話しないと法的手段に出るっていう架空請求きた……こわ…………,1196790,こんにちは、Amazonです。当サイトの名をかたる架空請求詐欺が増えております。そのようなメールに記載されている連絡先には、ご連絡なさらないようお気を付けください 。 YM
2752420,215760,"ordine __credit_card__ prelevato da cc di 10,59€ e tentato di prelevarlo ancora e spunta credito negativo che succede blocco cart",2752418,Potresti darci maggiori dettagli? Hai effettuato un ordine e stai riscontrando delle anomalie nel pagamento? ^GD
2278374,306380,i am following amzaon regarding this issue since yesterday .but not getting support .if something went wrong .amazon is responsible for this,2278373,We've replied to you via DM. ^SG
1339666,432479,"Buy things from chor bazaar bt nvr from ..worst service, worst after sales, in dimple words.... Thieves! #amazonsucks",1339664,Looks like you had an unpleasant experience with us. Could you let us know what went wrong so that we can help you accordingly?^NK
380197,206182,And for One product Amazon keeps telling me that I can't order more than two quantity,380205,the products. If the order quantity limit is exceeded the order will be automatically closed. (2/3)^AP
1323269,428803,"O site não deu estimativa, mas fiz a compra na pré-venda em julho.",1323271,"Ao verificiar o pedido em ""Seus Pedidos"", clicando em ""Rastrear pacote"" que status te apresenta? ^DA"
609377,264859,Have come to the conclusion that prime is useless as long as they keep using Intelcom to lose all of their packages.,609375,Hi Jamie! Are you currently waiting on a delivery? We'll be glad to help!^CN
2537449,721753,"It’s turning on but the remote isn’t working anymore, I’ve to unplug the fire stick and plug it in again to turn it on",2537451,"Sorry to hear about this, can you pop the batteries out of the remote, and back in again, then press and hold the 'Home' button for 40 seconds to force the remote to repair with the stick? Give it a couple of seconds and check again. ^MI"
2663831,750638,your wrapping makes my teenagers look like professional wrap artists. A little bit of common sense can go a long way. [LINK],2663830,"My apologies on the wrapping, or lack thereof. We do appreciate that kind of feedback though. Tell us more about it here: [LINK] ^CH"
1562320,482566,"Was genau bedeutet ""garantiertes Zustelldatum""? War bis gestern abend 4.11. Heute wird flexibel 4.-7.11 genannt. #why",1562319,Über Twitter haben wir keinen Einblick in die Bestellung. Unser Kundenservice prüft das gerne: [LINK] ^UK
395989,209753,.The order status shows delivered and handed to the customer but haven't received my package yet. Please help.,395988,I'm terribly sorry for this situation. Have you reported this to our support team here: [LINK] ? ^MP
781945,306675,Contacted... They have been giving false assurances and unhelpful,781952,(tracking ID visible in the screenshot) as we consider it to be personal information. Our Twitter page is visible to public.(3/3)^RS
2447417,701568,Amazonプライムという有能中の有能,2447416,|ω・).｡oO( なにやら喜んでいただけているようでうれしいです・・・！） SK
2863429,795381,"So Umm video Tuesday because amazon made an oopsie shipping my package, thanks 🙏",2863428,We're here to help! Have we missed the delivery date of your order found here: [LINK] ^SE
145799,149069,It's strange how for over a year it never happened once and now all of a sudden its every single order,145800,Have you set up your delivery preferences and selected your weekend availability? This can be done here: [LINK]
1541904,407748,I wanted to ask about the refund of one of my orders.. can anyone gimme a call or gimme a number to call to?,1541903,"We don't have access to accounts through Twitter, but we'd be happy to look into this with you here: [LINK] ^BH"
470129,226929,more fake commitments ? lets play it like this then #NeverShopFromAmazon #amazonsucks,470127,"Could you please confirm if you've filled in your details with the link provided earlier yet? If yes, please be assured our team will reach out to you at the earliest. Appreciate your understanding. ^PB"
205777,164753,La fecha de entrega es hoy mismo.,205779,"Comprendo. En caso de no recibir el paquete al final del día, no dudes en contactarnos de nuevo. ^CR"
427755,216720,Yo tengo la negra con otra vez un envío no me llega el día que me dicen y además había pagado un envío express... manda 🥚🥚,427754,"Hola PA3LO, lamentamos el inconveniente. ¿Cuál era la fecha estimada de entrega de tu pedido? ^DA"
2901061,803599,", , . You guys definitely win the “worst customer support” of the year. I am a Prime member and I’m definitely recommending people to stay away from you. Again, worst service ever! 😕",2901060,"We never want you to have a poor experience with us! We're here to help if we can. Without sharing any personal information, can you tell us more about what's going on? ^AL"
253406,176242,Yes I think so,253408,"Was it shipped and sold by Amazon or the Third-Party seller? Depending on who shipped it, options may vary. ^DO"
1392420,443854,Why do I pay for next day shipping if it's still going to take a week is my whole point.,1392419,Hi Lexi- Next day shipping would start as soon as the item is dispatched. We would aim to have the item with you in one day. ^NV
665433,278555,"So when you said 'Need it by 2nd Nov.? - order by...' on your page, you were actually lying? Or what? Your website said I'd have it by 2nd.",665431,"Hi Darren, what was the delivery date for these items in the order confirmation email? ^AT"
2520595,717945,When you want to #read and your kindle decides not to work. Wtf . Not cool.,2520593,I'm sorry for the tech trouble you've been experiencing; could you provide us with a few details about the issue without giving any account information? ^WM
314748,191153,"I don't have a fax! But this is not normal, i am an Amazon customer since many years! Also a prime member...",314749,The Account Specialists will need to receive the info via fax in order to assist. Please find one locally or online. ^WJ
2627686,742159,And I think it's UPS every time.,2627689,I'm so sorry to hear this! Please reach out to us here: [LINK] so we can investigate further and submit carrier feedback on your behalf! ^JY
163544,153827,es que cierta empresa de transporte pierde los envios de la gente....,163543,Sin compartir información personal ni confidencial ¿Podrías indicarnos si has tenido alguna situación con tu último pedido? de ser así ¿Podrías informarnos si el producto es vendido directamente por Amazon o si ha sido vendido por un vendedor externo? ^PC
420083,215145,Package damaged haven't received refund its been a fortnight Order id 4__credit_card__ Prioritise this case and do the needful!,420082,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^HR"
1163385,393664,"hi, one of your delivery vans rear-ended my parked car and drove off without leaving any details. I have a reg plate. Please advise",1163383,Oh no! Please provide us details here so that we can look into this together: [LINK] ^EA
2528260,719852,", ich warte meine Bestellung seit fast ein Monat. , estoy esperando un pedido desde hace casi un mes",2528259,Das ist in der Tat sehr lange. Hast du dich denn noch nicht bei uns im Kundenservice gemeldet? Mach das bitte: [LINK] Meine Kollegen helfen dir hier gerne weiter. Lieber Gruß ^TG
